"","avr","std","f"
"1",0.0731876239676874,9.12240387513019,0
"2",9.13738427317623,8.05400337014692,43.06640625
"3",13.6841116667026,8.81827100597706,86.1328125
"4",13.0920760558763,8.59270660149113,129.19921875
"5",11.9459007884507,8.40480427408819,172.265625
"6",11.5923809823389,8.62381173320538,215.33203125
"7",10.7195538755194,8.9719342318189,258.3984375
"8",10.310733996555,9.63256229726579,301.46484375
"9",9.99594108896917,9.80126662884902,344.53125
"10",9.39201243479581,9.83627020079553,387.59765625
"11",8.17632333400673,9.98939687109289,430.6640625
"12",6.73069806214706,10.371843877424,473.73046875
"13",6.39524731788003,10.6840387068397,516.796875
"14",5.83515650639433,10.6423185286259,559.86328125
"15",4.70688037060138,10.8864913447254,602.9296875
"16",3.29571689121201,10.9849792766243,645.99609375
"17",1.62696205924086,10.9959721175712,689.0625
"18",0.705425360744255,10.9799303595869,732.12890625
"19",0.49111749485942,11.0536066393395,775.1953125
"20",-0.686569767820677,11.1901605060482,818.26171875
"21",-1.81634061714804,11.262239934018,861.328125
"22",-2.05268428435562,11.3733016240856,904.39453125
"23",-3.10843451579367,11.2374775843374,947.4609375
"24",-3.60423917304381,10.9521085527475,990.52734375
"25",-3.73052602717777,11.4372645778605,1033.59375
"26",-4.06853609036902,11.4651803679273,1076.66015625
"27",-4.98668517221872,11.2129983419976,1119.7265625
"28",-4.60579105112223,11.3390238691355,1162.79296875
"29",-4.89470836718813,11.3954652614202,1205.859375
"30",-5.70820396991335,11.5175109487362,1248.92578125
"31",-5.37322827751128,11.6356436231719,1291.9921875
"32",-6.25254260656493,11.419597681401,1335.05859375
"33",-7.07438133436061,11.5107803740488,1378.125
"34",-7.47451680667061,11.5752221342324,1421.19140625
"35",-7.50957692240412,11.4919659395965,1464.2578125
"36",-7.21020865469693,11.5432784364255,1507.32421875
"37",-6.59621303367646,11.8684890359396,1550.390625
"38",-7.1791977992158,11.7196408947177,1593.45703125
"39",-8.83239518566375,11.3109255188086,1636.5234375
"40",-9.49551981720026,11.4907887892005,1679.58984375
"41",-8.83228180312316,11.578619854546,1722.65625
"42",-8.20016618668178,11.7986655554348,1765.72265625
"43",-9.06409233242096,11.4043858786614,1808.7890625
"44",-9.44465419397671,11.6127914719673,1851.85546875
"45",-9.7987680431649,11.6697386006615,1894.921875
"46",-10.2256648997166,11.3935409204874,1937.98828125
"47",-10.1398085574075,11.4668499769582,1981.0546875
"48",-10.7008007200468,11.1835577932119,2024.12109375
"49",-10.0363007145538,11.6918812722605,2067.1875
"50",-9.63122628110098,11.9302459007724,2110.25390625
"51",-10.5539352833264,11.5906199679145,2153.3203125
"52",-10.7608231582999,11.6885811187803,2196.38671875
"53",-11.2334301539838,11.5300001248079,2239.453125
"54",-11.8220965243055,11.2238333170272,2282.51953125
"55",-10.9534059276535,11.5598492434467,2325.5859375
"56",-10.601280315843,11.5560021488321,2368.65234375
"57",-11.9378188249908,10.962508819272,2411.71875
"58",-12.5090233276772,11.0116832903451,2454.78515625
"59",-12.3835138747781,11.329008637453,2497.8515625
"60",-12.8790527754507,11.1937312886389,2540.91796875
"61",-12.6555682793032,11.223770601839,2583.984375
"62",-11.9301638963844,11.5216587093338,2627.05078125
"63",-11.9028074842091,11.3971166476492,2670.1171875
"64",-12.3727380098246,11.1615785079833,2713.18359375
"65",-12.5775652435566,11.1978566564075,2756.25
"66",-12.5898223236869,11.4270755205176,2799.31640625
"67",-12.8256855729667,11.2107162465015,2842.3828125
"68",-13.5311446575845,11.1568445286343,2885.44921875
"69",-13.5705529107705,11.3742073336909,2928.515625
"70",-13.4295041028837,11.3142197880344,2971.58203125
"71",-13.996789613535,11.1636235477037,3014.6484375
"72",-14.1643937704432,11.1383457891604,3057.71484375
"73",-13.689934481228,11.4261558048028,3100.78125
"74",-13.1496309040284,11.5027456476278,3143.84765625
"75",-13.9986232224303,11.2498634234536,3186.9140625
"76",-14.8485219913103,11.0766643834076,3229.98046875
"77",-14.8606062368289,11.1857373356355,3273.046875
"78",-14.7361635705811,11.261606096742,3316.11328125
"79",-15.0228158173514,11.2256467801348,3359.1796875
"80",-15.2528830338586,11.1174969864307,3402.24609375
"81",-14.9725563308239,10.9602061238392,3445.3125
"82",-14.8484226998741,11.1474521548833,3488.37890625
"83",-15.0121860918034,11.1541616255682,3531.4453125
"84",-15.4740950607697,10.9048617924181,3574.51171875
"85",-15.8887757797127,10.7594087213049,3617.578125
"86",-16.3419328664928,10.822441271376,3660.64453125
"87",-16.3908056495513,10.9821418686238,3703.7109375
"88",-16.463543664388,11.0836221834416,3746.77734375
"89",-16.7545226580893,11.0417105738011,3789.84375
"90",-16.6882842571519,10.9562164351111,3832.91015625
"91",-16.6019856026037,11.0597081854139,3875.9765625
"92",-16.5963889664747,10.9316240550289,3919.04296875
"93",-16.9005585136084,10.8805394698732,3962.109375
"94",-17.7854591289567,10.7568866379537,4005.17578125
"95",-17.8389680446422,10.5951050197573,4048.2421875
"96",-17.690143583641,10.7315309867946,4091.30859375
"97",-17.673928329009,10.9396632322731,4134.375
"98",-17.7733926081091,11.0581280447954,4177.44140625
"99",-17.9531687552676,10.7640663931684,4220.5078125
"100",-18.69818882232,10.3961614760351,4263.57421875
"101",-18.5760435320052,10.3712510163529,4306.640625
"102",-18.3430130865489,10.665770741251,4349.70703125
"103",-18.4165540077576,10.7016145739883,4392.7734375
"104",-18.8951852906586,10.4939724859511,4435.83984375
"105",-19.6867712352704,10.2899699026559,4478.90625
"106",-19.8131138609024,10.2424275895224,4521.97265625
