"","meanVal","stdVal","Delta_meanVal","Delta_stdVal"
"1",-33.6387774997116,8.74366063906136,0.00086061831222419,8.64441274550039
"2",4.76481996976422,5.89824427700731,-0.000199297333309106,5.63425606224483
"3",-8.52045185883621,5.66143882401425,0.000419919666101024,5.44820627867024
"4",10.4066822306191,5.5781412510808,0.00101203113602473,5.29345805775124
"5",-8.00706049936693,5.80151223844346,0.00052192460270172,5.52087338139453
"6",10.823562856626,5.74911096164463,0.000416157518532981,5.58898720758152
"7",-8.72266193904573,6.02942338288281,4.82726932796131e-05,6.17061509288192
"8",7.90795945600445,5.46265298079677,-0.00046666350344277,5.74462898599093
"9",-5.49549912486375,5.7667424511236,-0.00109631106892685,6.0176419760693
"10",6.87825770768958,5.76690014529701,-0.000731366261469209,6.19305466403483
"11",-5.41356616968621,5.95995914626298,-0.000688496641871224,6.32171390759311
"12",6.05155773665029,5.83157811652761,4.85886922801987e-05,6.21707912264499
"13",-4.25214039271152,6.16501510375497,-0.000513033599288067,6.46055348002477
"14",5.23586102659365,5.97319640964789,-0.000635136383412701,6.42029758886694
"15",-2.22834063571173,5.87898078689747,-0.00135642302875174,6.47696612789075
"16",5.18846900948268,5.96543679172207,-0.000388282604826232,6.46469837920417
"17",-2.55782991798195,5.89356273445451,0.000188710659462413,6.41030948325475
"18",4.25920154100631,5.93293601980934,0.000127791113383162,6.48880536408199
"19",-0.0805074677409792,5.69599520515378,0.000205237965597436,6.3972895499544
"20",1.16084124901588,5.89637463481843,0.000965731840805107,6.5409095623036
