"","avr","std","f"
"1",17.0436495145494,15.1918273609373,0
"2",25.1700716836672,13.454137822106,43.06640625
"3",25.6705350217982,12.1697092668026,86.1328125
"4",22.4724256144681,10.4934929547762,129.19921875
"5",20.6798640333703,9.51514395981871,172.265625
"6",19.3594101953057,9.22838277889518,215.33203125
"7",17.6884404692309,9.32571521911469,258.3984375
"8",16.4367206982683,9.5044806177785,301.46484375
"9",16.1686752672802,9.81968214719868,344.53125
"10",16.0581533629925,9.93879462984537,387.59765625
"11",15.7381610213861,9.86841695714952,430.6640625
"12",14.9609565387124,9.7521249722383,473.73046875
"13",14.5922317809527,10.0226076123699,516.796875
"14",14.0763101577858,10.1768581188608,559.86328125
"15",13.0802095198165,10.5436590182886,602.9296875
"16",12.9872362648046,10.3260848619223,645.99609375
"17",12.1192033119918,10.303910809872,689.0625
"18",10.5704070649094,10.5400354451585,732.12890625
"19",10.3062354139747,10.6160148502567,775.1953125
"20",9.87561345286301,10.3720553657412,818.26171875
"21",9.75360256973191,10.0119325459876,861.328125
"22",9.39893433894425,10.1698544749294,904.39453125
"23",8.82934300874905,10.2496075822772,947.4609375
"24",9.0994352696901,10.0502768673353,990.52734375
"25",9.68424351144315,10.0042733643613,1033.59375
"26",9.15903484074723,10.185156367548,1076.66015625
"27",7.99420310167697,10.2589197041806,1119.7265625
"28",7.55335660451825,10.5043529325074,1162.79296875
"29",7.05059728843407,10.6421229087011,1205.859375
"30",6.53566644031657,10.5920784524689,1248.92578125
"31",6.87249693609629,10.4078157500066,1291.9921875
"32",6.90831738910847,10.3407535703599,1335.05859375
"33",6.12053126620898,10.3779051165123,1378.125
"34",5.55560983752975,10.6868824556284,1421.19140625
"35",5.58641862189599,10.6922644235055,1464.2578125
"36",5.71632736110269,10.5142721257651,1507.32421875
"37",6.34556769695175,10.372171984993,1550.390625
"38",6.32450047095873,10.390745987571,1593.45703125
"39",5.74822714233037,10.398705067831,1636.5234375
"40",5.04114832643775,10.6060337012836,1679.58984375
"41",4.8070902913981,10.6427784528876,1722.65625
"42",5.18322234863093,10.6476384012402,1765.72265625
"43",4.93101058530916,10.4933490206548,1808.7890625
"44",4.35934678176905,10.5960660138602,1851.85546875
"45",3.74074712683206,10.7578226465688,1894.921875
"46",3.96814128202313,10.5003480239753,1937.98828125
"47",4.4847551361391,10.3283204256283,1981.0546875
"48",4.6233337690818,10.1970402878809,2024.12109375
"49",4.72731087716897,10.2654713773001,2067.1875
"50",5.00063223047527,10.1745189290192,2110.25390625
"51",4.71116896388545,10.2108630276983,2153.3203125
"52",4.38763252775976,10.3079457951183,2196.38671875
"53",4.0673913161695,10.4045951290616,2239.453125
"54",3.99444311773536,10.4350754269905,2282.51953125
"55",4.39564627768568,10.447937516413,2325.5859375
"56",4.74250949359892,10.2490806672077,2368.65234375
"57",4.52901288779287,10.1784084601654,2411.71875
"58",4.08893048161308,10.346972124736,2454.78515625
"59",4.08886512202488,10.4384675364884,2497.8515625
"60",4.00824270701305,10.34346421107,2540.91796875
"61",3.6977645365788,10.2219116760138,2583.984375
"62",3.59096035235392,10.1426577849543,2627.05078125
"63",3.15410834109578,10.12145473763,2670.1171875
"64",2.63420358998377,10.0674612564555,2713.18359375
"65",2.26038714696113,10.1182139753673,2756.25
"66",1.84111281893311,10.2077965293581,2799.31640625
"67",1.43822787779306,10.2023650331938,2842.3828125
"68",1.23906860925759,10.2460336871638,2885.44921875
"69",1.085598221984,10.3060571667653,2928.515625
"70",0.941087465002284,10.2478182503027,2971.58203125
"71",0.698679408184781,10.2132784023929,3014.6484375
"72",0.642380152741016,10.1615123460406,3057.71484375
"73",1.01898005058718,10.1850274856512,3100.78125
"74",1.29159222179332,10.0967032972297,3143.84765625
"75",1.36317013056869,10.0695787921349,3186.9140625
"76",1.38770179944204,10.2078081867628,3229.98046875
"77",1.3384204221694,10.2627110117038,3273.046875
"78",1.12456742060346,10.2561297594489,3316.11328125
"79",0.913659448237436,10.3450087610143,3359.1796875
"80",1.07575680775437,10.3380454954976,3402.24609375
"81",1.2849690619132,10.3223940312917,3445.3125
"82",1.34782105310601,10.3146750371192,3488.37890625
"83",1.26620554220171,10.3908004756657,3531.4453125
"84",1.00496479228901,10.4319122115029,3574.51171875
"85",0.84941708857024,10.4060502366396,3617.578125
"86",0.819877996279031,10.334339110597,3660.64453125
"87",0.582929219118282,10.2842005609602,3703.7109375
"88",0.166837022633332,10.343385479892,3746.77734375
"89",-0.30751492534984,10.3683478066545,3789.84375
"90",-0.671860491557047,10.3611140563396,3832.91015625
"91",-0.964010642208515,10.3143694824353,3875.9765625
"92",-0.836072522678606,10.2887508869241,3919.04296875
"93",-1.0441260805085,10.2667002084805,3962.109375
"94",-1.55013887196466,10.2412766700345,4005.17578125
"95",-1.8336737288364,10.394324613444,4048.2421875
"96",-2.10621307613735,10.5720689643353,4091.30859375
"97",-2.3013297897785,10.525919935125,4134.375
"98",-2.24535318399423,10.589016058094,4177.44140625
"99",-2.56262666332733,10.5983842275751,4220.5078125
"100",-2.93535713202329,10.5730212460672,4263.57421875
"101",-2.93311367941452,10.6623000281013,4306.640625
"102",-3.06307541623448,10.613408966486,4349.70703125
"103",-3.1961246821764,10.6519537239135,4392.7734375
"104",-3.54327418937972,10.8076995216611,4435.83984375
"105",-3.92398281512557,10.7870733685048,4478.90625
"106",-3.99739945263231,10.8736997345606,4521.97265625
"107",-3.65712288204258,11.0132946687651,4565.0390625
"108",-3.44875973835934,10.913908081316,4608.10546875
"109",-3.29156278191563,10.8403567118181,4651.171875
