"","meanVal","stdVal","Delta_meanVal","Delta_stdVal"
"1",-54.7243979740819,9.09654341132136,0.00093758198628722,5.67829256064126
"2",10.5168180349195,4.43767401124082,-0.000753363098528941,3.38502307190213
"3",-6.91216606063127,6.32015602201393,-0.000367976896939713,4.03702680487125
"4",7.99603186433177,4.93821078427956,0.000568347476705838,3.89621804328863
"5",-3.0764935654147,4.7071130772638,-0.000124436667740286,3.85736107046381
"6",6.58307633495454,4.86768428814789,-7.30480209072211e-06,4.1988252393349
"7",-7.81763108891905,5.18563684495304,0.000356552430921528,4.36994824867096
"8",7.28471932794621,4.96807153248711,-4.82272331899408e-05,4.46208425788489
"9",-8.2653235400609,5.24028950808463,-0.000569089778906466,4.61497015779833
"10",5.01409386151487,5.29480655352152,0.000170852014485795,4.76510192409893
"11",-6.51625352187005,5.52826213113852,0.000251417766576888,4.94083620263034
"12",4.41734447641587,5.6865853968526,0.000694385207759489,5.02873277609737
"13",-4.79329845781041,5.82631044021106,-0.000403529749506856,5.10812740188272
"14",4.07359250297941,6.01162340122045,5.04111380990094e-05,5.23162915609796
"15",-3.59099534683901,6.37013852026857,-7.1849730127339e-05,5.33341844725422
"16",3.02696668608189,6.40882244511149,-0.00015732310190047,5.28433482594191
"17",-2.65111912085365,6.45806255397565,0.000272723851170499,5.37711926947233
"18",1.52145849973478,6.45460451049695,-0.00073365052198498,5.40414494556123
"19",-1.43992425336666,6.55395288055356,-0.000561752622133491,5.40992722866631
"20",0.615373001119175,6.47927294502896,-0.000520344469368929,5.38015234635497
