"","Sigma.1","Sigma.2","Sigma.3","Sigma.4","Sigma.5","Sigma.6","Sigma.7","Sigma.8","Sigma.9","Sigma.10","Sigma.11","Sigma.12","Sigma.13","Sigma.14","Sigma.15","Sigma.16","Sigma.17","Sigma.18","Sigma.19","Sigma.20","Delta_Sigma.1","Delta_Sigma.2","Delta_Sigma.3","Delta_Sigma.4","Delta_Sigma.5","Delta_Sigma.6","Delta_Sigma.7","Delta_Sigma.8","Delta_Sigma.9","Delta_Sigma.10","Delta_Sigma.11","Delta_Sigma.12","Delta_Sigma.13","Delta_Sigma.14","Delta_Sigma.15","Delta_Sigma.16","Delta_Sigma.17","Delta_Sigma.18","Delta_Sigma.19","Delta_Sigma.20"
"1",87.7949884298963,-1.31442534069173,-38.2703237223962,-7.57456750398319,-7.37845161614288,-6.76983566781469,-12.8393696937041,0.28910385349895,-15.911341135015,3.01764004362634,-12.7079750344898,10.1985265975655,-9.41250543092591,5.01994440604563,-3.82779642573036,1.74441575155267,-6.16812508664224,-1.18598428864464,-1.64471342845208,-1.36602720075641,87.7949884298963,-1.31442534069173,-38.2703237223962,-7.57456750398319,-7.37845161614288,-6.76983566781469,-12.8393696937041,0.28910385349895,-15.911341135015,3.01764004362634,-12.7079750344898,10.1985265975655,-9.41250543092591,5.01994440604563,-3.82779642573036,1.74441575155267,-6.16812508664224,-1.18598428864464,-1.64471342845208,-1.36602720075641
"2",-1.31442534069173,20.5096662339544,-3.25500427846275,-6.21290576334146,-3.92772436154872,1.33400368629313,-5.18748234773316,0.11946115711342,-2.42230697564247,-0.495669662986334,-3.67237522386199,-1.73934007313064,-2.1488895099521,-2.31122170823883,-2.39896228586496,-0.912645418367956,0.14422610423678,-0.522680987778212,0.478064463763157,-1.94252476840565,-1.31442534069173,20.5096662339544,-3.25500427846275,-6.21290576334146,-3.92772436154872,1.33400368629313,-5.18748234773316,0.11946115711342,-2.42230697564247,-0.495669662986334,-3.67237522386199,-1.73934007313064,-2.1488895099521,-2.31122170823883,-2.39896228586496,-0.912645418367956,0.14422610423678,-0.522680987778212,0.478064463763157,-1.94252476840565
"3",-38.2703237223962,-3.25500427846275,41.2840040967928,0.432404803281079,2.20592363453525,-0.472742848175545,10.464539882081,-2.52260989208022,10.8127213682962,-4.42508786950095,8.61169921955097,-7.52543712033428,5.65440639086131,-3.28912319813511,1.08451944362657,-0.944088632587082,2.48075801130062,2.75521976573406,-1.89346361266496,2.61040123694122,-38.2703237223962,-3.25500427846275,41.2840040967928,0.432404803281079,2.20592363453525,-0.472742848175545,10.464539882081,-2.52260989208022,10.8127213682962,-4.42508786950095,8.61169921955097,-7.52543712033428,5.65440639086131,-3.28912319813511,1.08451944362657,-0.944088632587082,2.48075801130062,2.75521976573406,-1.89346361266496,2.61040123694122
"4",-7.57456750398319,-6.21290576334146,0.432404803281079,25.1259192827665,2.22862582438417,4.69257202271036,-2.05385735558569,6.0143694704901,-3.00497949463654,6.10068354992685,-1.25999974444093,2.7067857522134,-0.690863272529339,2.79828625012428,-0.207086055996727,1.42066628143843,0.980100913897727,-0.620991126575154,0.17122099201156,-2.29877126481344,-7.57456750398319,-6.21290576334146,0.432404803281079,25.1259192827665,2.22862582438417,4.69257202271036,-2.05385735558569,6.0143694704901,-3.00497949463654,6.10068354992685,-1.25999974444093,2.7067857522134,-0.690863272529339,2.79828625012428,-0.207086055996727,1.42066628143843,0.980100913897727,-0.620991126575154,0.17122099201156,-2.29877126481344
"5",-7.37845161614288,-3.92772436154872,2.20592363453525,2.22862582438417,22.8790514665891,1.22695708339333,6.59787164231758,-6.4253227280581,6.12649499555956,-2.99410385581082,4.62689933022478,-3.95235537865057,3.47491969266716,-0.000739211618391966,4.00502304704481,1.82401879795521,0.97643144698857,0.172080029891143,0.273187977180269,-0.662871193816088,-7.37845161614288,-3.92772436154872,2.20592363453525,2.22862582438417,22.8790514665891,1.22695708339333,6.59787164231758,-6.4253227280581,6.12649499555956,-2.99410385581082,4.62689933022478,-3.95235537865057,3.47491969266716,-0.000739211618391966,4.00502304704481,1.82401879795521,0.97643144698857,0.172080029891143,0.273187977180269,-0.662871193816088
"6",-6.76983566781469,1.33400368629313,-0.472742848175545,4.69257202271036,1.22695708339333,24.4988105302626,-2.05837548533541,6.31472338893938,-4.88880151132281,4.57828997223088,-3.89825386676173,1.55521373437099,-3.2835843844076,2.42944443132297,0.0928685550668896,0.753741147393608,0.726470586133709,-0.0966599240765696,1.00214928371502,-0.816330847645112,-6.76983566781469,1.33400368629313,-0.472742848175545,4.69257202271036,1.22695708339333,24.4988105302626,-2.05837548533541,6.31472338893938,-4.88880151132281,4.57828997223088,-3.89825386676173,1.55521373437099,-3.2835843844076,2.42944443132297,0.0928685550668896,0.753741147393608,0.726470586133709,-0.0966599240765696,1.00214928371502,-0.816330847645112
"7",-12.8393696937041,-5.18748234773316,10.464539882081,-2.05385735558569,6.59787164231758,-2.05837548533541,27.8278690617282,-0.0200970683344113,9.96279891530327,-4.87308503109721,7.76950482944789,-5.26679407525913,6.41789724559277,-1.49619161825592,4.30507508459131,0.00518915861729979,1.4408647554158,1.43316680445373,-0.358813331110197,1.61146063198116,-12.8393696937041,-5.18748234773316,10.464539882081,-2.05385735558569,6.59787164231758,-2.05837548533541,27.8278690617282,-0.0200970683344113,9.96279891530327,-4.87308503109721,7.76950482944789,-5.26679407525913,6.41789724559277,-1.49619161825592,4.30507508459131,0.00518915861729979,1.4408647554158,1.43316680445373,-0.358813331110197,1.61146063198116
"8",0.28910385349895,0.11946115711342,-2.52260989208022,6.0143694704901,-6.4253227280581,6.31472338893938,-0.0200970683344113,25.2651502789977,1.72617962666706,7.53929822379458,-5.34043567645367,4.55720445119528,-4.33863176758173,1.92574784079942,-4.24031766514326,0.512561121135873,-1.23528544260724,-0.380067095905305,0.27970829660642,1.3757024763663,0.28910385349895,0.11946115711342,-2.52260989208022,6.0143694704901,-6.4253227280581,6.31472338893938,-0.0200970683344113,25.2651502789977,1.72617962666706,7.53929822379458,-5.34043567645367,4.55720445119528,-4.33863176758173,1.92574784079942,-4.24031766514326,0.512561121135873,-1.23528544260724,-0.380067095905305,0.27970829660642,1.3757024763663
"9",-15.911341135015,-2.42230697564247,10.8127213682962,-3.00497949463654,6.12649499555956,-4.88880151132281,9.96279891530327,1.72617962666706,28.0561285688892,3.53956564980816,9.77611386186799,-6.38530683917978,4.55242334211648,-6.77964872187548,2.60519785375141,-2.75689446994264,2.01531633120047,0.898510120575162,1.86927350525963,2.20112284303501,-15.911341135015,-2.42230697564247,10.8127213682962,-3.00497949463654,6.12649499555956,-4.88880151132281,9.96279891530327,1.72617962666706,28.0561285688892,3.53956564980816,9.77611386186799,-6.38530683917978,4.55242334211648,-6.77964872187548,2.60519785375141,-2.75689446994264,2.01531633120047,0.898510120575162,1.86927350525963,2.20112284303501
"10",3.01764004362634,-0.495669662986334,-4.42508786950095,6.10068354992685,-2.99410385581082,4.57828997223088,-4.87308503109721,7.53929822379458,3.53956564980816,28.6469437675379,4.50950333496607,7.35502253533475,-7.84458815035299,1.31969973813053,-6.95246032109085,0.38758717261496,-2.61138256968875,1.30956701771506,1.99235880669963,0.443730551441383,3.01764004362634,-0.495669662986334,-4.42508786950095,6.10068354992685,-2.99410385581082,4.57828997223088,-4.87308503109721,7.53929822379458,3.53956564980816,28.6469437675379,4.50950333496607,7.35502253533475,-7.84458815035299,1.31969973813053,-6.95246032109085,0.38758717261496,-2.61138256968875,1.30956701771506,1.99235880669963,0.443730551441383
"11",-12.7079750344898,-3.67237522386199,8.61169921955097,-1.25999974444093,4.62689933022478,-3.89825386676173,7.76950482944789,-5.34043567645367,9.77611386186799,4.50950333496607,31.2114388679718,4.14126681984642,8.14223095541279,-7.17523915364437,0.521490579930075,-6.2939886397641,2.08432537595913,-0.779976343792639,2.17077198108721,1.17003720257409,-12.7079750344898,-3.67237522386199,8.61169921955097,-1.25999974444093,4.62689933022478,-3.89825386676173,7.76950482944789,-5.34043567645367,9.77611386186799,4.50950333496607,31.2114388679718,4.14126681984642,8.14223095541279,-7.17523915364437,0.521490579930075,-6.2939886397641,2.08432537595913,-0.779976343792639,2.17077198108721,1.17003720257409
"12",10.1985265975655,-1.73934007313064,-7.52543712033428,2.7067857522134,-3.95235537865057,1.55521373437099,-5.26679407525913,4.55720445119528,-6.38530683917978,7.35502253533475,4.14126681984642,33.5937654159597,7.36904789253154,6.1755473162859,-7.45368405884373,-2.12982803961963,-8.44490760687984,-1.09087848106914,-2.90861515006962,-0.495899146455754,10.1985265975655,-1.73934007313064,-7.52543712033428,2.7067857522134,-3.95235537865057,1.55521373437099,-5.26679407525913,4.55720445119528,-6.38530683917978,7.35502253533475,4.14126681984642,33.5937654159597,7.36904789253154,6.1755473162859,-7.45368405884373,-2.12982803961963,-8.44490760687984,-1.09087848106914,-2.90861515006962,-0.495899146455754
"13",-9.41250543092591,-2.1488895099521,5.65440639086131,-0.690863272529339,3.47491969266716,-3.2835843844076,6.41789724559277,-4.33863176758173,4.55242334211648,-7.84458815035299,8.14223095541279,7.36904789253154,34.8773451510968,9.94229720844904,8.64844089814918,-6.45863297105024,-3.11190510921357,-7.60349165167003,-1.48588417251561,-1.8684797351295,-9.41250543092591,-2.1488895099521,5.65440639086131,-0.690863272529339,3.47491969266716,-3.2835843844076,6.41789724559277,-4.33863176758173,4.55242334211648,-7.84458815035299,8.14223095541279,7.36904789253154,34.8773451510968,9.94229720844904,8.64844089814918,-6.45863297105024,-3.11190510921357,-7.60349165167003,-1.48588417251561,-1.8684797351295
"14",5.01994440604563,-2.31122170823883,-3.28912319813511,2.79828625012428,-0.000739211618391966,2.42944443132297,-1.49619161825592,1.92574784079942,-6.77964872187548,1.31969973813053,-7.17523915364437,6.1755473162859,9.94229720844904,37.4199068631601,14.553860856813,8.3689049152779,-7.75640955806782,-4.29554149781478,-7.89320204904017,-2.97303228619797,5.01994440604563,-2.31122170823883,-3.28912319813511,2.79828625012428,-0.000739211618391966,2.42944443132297,-1.49619161825592,1.92574784079942,-6.77964872187548,1.31969973813053,-7.17523915364437,6.1755473162859,9.94229720844904,37.4199068631601,14.553860856813,8.3689049152779,-7.75640955806782,-4.29554149781478,-7.89320204904017,-2.97303228619797
"15",-3.82779642573036,-2.39896228586496,1.08451944362657,-0.207086055996727,4.00502304704481,0.0928685550668896,4.30507508459131,-4.24031766514326,2.60519785375141,-6.95246032109085,0.521490579930075,-7.45368405884373,8.64844089814918,14.553860856813,42.1598373870421,17.1916267810084,7.69981796619451,-6.757290779693,-3.13524566854177,-8.07466970120666,-3.82779642573036,-2.39896228586496,1.08451944362657,-0.207086055996727,4.00502304704481,0.0928685550668896,4.30507508459131,-4.24031766514326,2.60519785375141,-6.95246032109085,0.521490579930075,-7.45368405884373,8.64844089814918,14.553860856813,42.1598373870421,17.1916267810084,7.69981796619451,-6.757290779693,-3.13524566854177,-8.07466970120666
"16",1.74441575155267,-0.912645418367956,-0.944088632587082,1.42066628143843,1.82401879795521,0.753741147393608,0.00518915861729979,0.512561121135873,-2.75689446994264,0.38758717261496,-6.2939886397641,-2.12982803961963,-6.45863297105024,8.3689049152779,17.1916267810084,42.7286409527639,17.7682954761415,7.63585096451104,-7.85397849237107,-3.8907100036725,1.74441575155267,-0.912645418367956,-0.944088632587082,1.42066628143843,1.82401879795521,0.753741147393608,0.00518915861729979,0.512561121135873,-2.75689446994264,0.38758717261496,-6.2939886397641,-2.12982803961963,-6.45863297105024,8.3689049152779,17.1916267810084,42.7286409527639,17.7682954761415,7.63585096451104,-7.85397849237107,-3.8907100036725
"17",-6.16812508664224,0.14422610423678,2.48075801130062,0.980100913897727,0.97643144698857,0.726470586133709,1.4408647554158,-1.23528544260724,2.01531633120047,-2.61138256968875,2.08432537595913,-8.44490760687984,-3.11190510921357,-7.75640955806782,7.69981796619451,17.7682954761415,43.4959624908311,18.3134758457579,8.15198617093323,-6.68517656718536,-6.16812508664224,0.14422610423678,2.48075801130062,0.980100913897727,0.97643144698857,0.726470586133709,1.4408647554158,-1.23528544260724,2.01531633120047,-2.61138256968875,2.08432537595913,-8.44490760687984,-3.11190510921357,-7.75640955806782,7.69981796619451,17.7682954761415,43.4959624908311,18.3134758457579,8.15198617093323,-6.68517656718536
"18",-1.18598428864464,-0.522680987778212,2.75521976573406,-0.620991126575154,0.172080029891143,-0.0966599240765696,1.43316680445373,-0.380067095905305,0.898510120575162,1.30956701771506,-0.779976343792639,-1.09087848106914,-7.60349165167003,-4.29554149781478,-6.757290779693,7.63585096451104,18.3134758457579,43.4101311789441,18.8010716991652,6.22354561978141,-1.18598428864464,-0.522680987778212,2.75521976573406,-0.620991126575154,0.172080029891143,-0.0966599240765696,1.43316680445373,-0.380067095905305,0.898510120575162,1.30956701771506,-0.779976343792639,-1.09087848106914,-7.60349165167003,-4.29554149781478,-6.757290779693,7.63585096451104,18.3134758457579,43.4101311789441,18.8010716991652,6.22354561978141
"19",-1.64471342845208,0.478064463763157,-1.89346361266496,0.17122099201156,0.273187977180269,1.00214928371502,-0.358813331110197,0.27970829660642,1.86927350525963,1.99235880669963,2.17077198108721,-2.90861515006962,-1.48588417251561,-7.89320204904017,-3.13524566854177,-7.85397849237107,8.15198617093323,18.8010716991652,44.3556571925402,16.8788449945,-1.64471342845208,0.478064463763157,-1.89346361266496,0.17122099201156,0.273187977180269,1.00214928371502,-0.358813331110197,0.27970829660642,1.86927350525963,1.99235880669963,2.17077198108721,-2.90861515006962,-1.48588417251561,-7.89320204904017,-3.13524566854177,-7.85397849237107,8.15198617093323,18.8010716991652,44.3556571925402,16.8788449945
"20",-1.36602720075641,-1.94252476840565,2.61040123694122,-2.29877126481344,-0.662871193816088,-0.816330847645112,1.61146063198116,1.3757024763663,2.20112284303501,0.443730551441383,1.17003720257409,-0.495899146455754,-1.8684797351295,-2.97303228619797,-8.07466970120666,-3.8907100036725,-6.68517656718536,6.22354561978141,16.8788449945,43.2804689141321,-1.36602720075641,-1.94252476840565,2.61040123694122,-2.29877126481344,-0.662871193816088,-0.816330847645112,1.61146063198116,1.3757024763663,2.20112284303501,0.443730551441383,1.17003720257409,-0.495899146455754,-1.8684797351295,-2.97303228619797,-8.07466970120666,-3.8907100036725,-6.68517656718536,6.22354561978141,16.8788449945,43.2804689141321
